Base License Number,Base Name,DBA,Year,Month,Month Name,Total Dispatched Trips,Total Dispatched Shared Trips,Unique Dispatched Vehicles
B02634,VETERANS RADIO DISPATCHER CORP.,,2016,12,December,"37,742",0,211
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",,2021,3,March,"15,673",0,127
B02410,"POLO LIMOUSINE, CORP.",,2019,3,March,108,0,29
B01045,CAPRICE CAR SERVICE NO.2 INC.,,2016,7,July,142,0,2
B01259,THE NEW BROOKLYN C/S INC,,2021,7,July,"2,467",0,12
B02096,"CET GROUP, INC",,2021,8,August,122,0,39
B03308,B.S.Z. LUXURY BLACK CAR INC.,,2021,3,March,121,0,12
B01432,TOVAR TRANSPORTATION INC,,2020,1,January,"2,400",0,10
B02899,NEW BLACK LUXURY CARS CORP,,2021,8,August,84,0,31
B01269,DIVISION CAR & LIMO INC.,NATANYA TRANSPORTATION,2020,10,October,279,0,3
B02301,DOUBLE A CAR SERVICE INC.,UNITED CARS,2018,1,January,"1,791",0,60
B01663,CIBAO RADIO DISPATCH,,2019,10,October,"5,002",0,28
B02962,"HEALTH BLACK CAR SERVICES, CORP",ADON,2020,8,August,562,0,9
B03314,"JBK NEW YORK, INC.",COMFORT LIMO NYC,2020,12,December,154,0,19
B02379,THE OPTION TRANSPORTATION CORP.,,2018,9,September,"2,788",0,38
B03139,MJ LUXURY INC.,,2019,12,December,"1,878",0,12
B01536,FIRST CLASS C/L SVC CORP,,2015,10,October,"36,728",0,265
B02550,AGAPE LUXURY CORP.,,2021,3,March,"16,474",0,115
B02522,CHAUFFEURED EXECUTIVE TRANSPORTATION LLC,,2021,6,June,40,0,3
B00475,RIDGE TRANSPORTATION CORP.,,2015,12,December,"4,269",0,10
B01963,AFRO CAR SERVICE CORP,,2016,12,December,"2,880",0,31
B01231,GO CAR CORP.,,2019,8,August,"11,209",0,162
B02674,ELAL CAR LIMO SERVICE LLC,FIFTH AVENUE CAR LIMO SERVICE,2018,10,October,"2,776",0,11
LYFT,LYFT,LYFT,2017,12,December,"3,031,881","573,577","35,077"
B01315,"V.I.T. CAR SERVICE, INC.",,2017,3,March,"32,692",0,129
B00837,"CAREY LIMOUSINE NY, INC",,2020,6,June,"1,346",0,46
B03276,510 BLACK CAR CORP.,,2021,6,June,"1,090",0,9
B02653,NEW COLLEGE CAR SVCE INC,,2020,3,March,"5,991",0,43
B01315,"V.I.T. CAR SERVICE, INC.",,2017,9,September,"23,473",0,119
B02731,EMES OF BOROPARK CAR SERVICE INC,,2020,1,January,449,0,3
B01485,FLAMINGO TRANSP. & LIMO. SERVICES INC.,,2021,2,February,"3,802",0,21
B02095,"COMMONWEALTH WORLDWIDE CHAUFFEURED TRANSP. OF NY,",,2015,9,September,"3,902",0,154
B02774,ALFRED HOLDINGS INC.,ALFRED EXECUTIVE TRANSPORTATION,2020,4,April,94,0,6
B01485,FLAMINGO TRANSP. & LIMO. SERVICES INC.,,2017,8,August,"11,163",0,53
B01346,ARECIBO C/S INC,,2016,11,November,"16,193",0,114
B01328,DV LUXURY CAR SERVICE INC,RIDE SAFE CAR SERVICE,2019,12,December,"3,781",0,69
B02521,"PICTURE PROPERTIES, INC.",DEUCES TRANSPORT SERVICES,2018,10,October,"4,056",0,12
B01339,R C AUDUBON SVC INC,,2021,9,September,"5,501",0,44
B03257,MAXI LUXURY CARS CORP.,,2020,9,September,"3,583",0,27
B02826,NEW BELL LUXURY CORP,,2018,8,August,"2,098",0,28
B02308,NORWOOD CAR & LIMO INC.,,2018,12,December,338,0,13
B00254,XYZ TWO WAY RADIO,,2019,6,June,"12,228",0,198
B00149,RAINBOW RAD DISP INC,,2018,7,July,997,0,7
B03158,SPOTON.PET LLC,,2020,5,May,122,0,15
B02727,OSCAR LIMOUSINE INC,,2019,6,June,399,0,10
B02972,BLESSING TRANSPORTATION GROUP INC,,2019,4,April,791,0,38
B02103,A & S LIMOUSINE SERVICE CORP,,2018,7,July,"6,732",0,37
B01980,"READY TO ROLL TRANSPORTATION, INC.",,2019,7,July,495,0,12
B01979,DREAMLAND CAR & LIMO.SVC INC.,,2017,8,August,"4,150",0,22
B02860,EVERY WHERE LIMO SERVICE INC.,,2020,7,July,43,0,4
B01263,"RACHEL'S CAR SERVICE,INC.",,2018,11,November,"7,312",0,19
B03297,ABA LUXURY CAR INC.,,2020,4,April,66,0,17
B01995,NYMEX UNO EXECUTIVE SEDAN'S INC,NYMEX CAR SERVICE,2016,2,February,"2,586",0,17
B00160,JAFFA CAR & LIMO SVC INC,,2019,1,January,"1,806",0,13
B02597,"RUDY'S LIMOUSINE SERVICE, INC.",RUDY'S EXECUTIVE TRANSPORTATION,2017,3,March,29,0,9
B00827,"CASTLE CAR SERVICE, INC",,2021,3,March,552,0,2
B02898,SANO CAR LLC,,2021,8,August,"1,744",0,15
B02067,"GROUP AMERICAR TRANSPORTATION,LLC.",,2021,6,June,643,0,30
B00552,HINO-MARU ENTERPRISES INC.,,2018,6,June,484,0,39
B02855,JUNIORS LUXURY INC,MEGA JUNIORS,2018,4,April,"3,474",0,14
B02180,PEGASUS TRANSPORT SERVICE INC.,,2018,8,August,10,0,1
B03349,RIDGEWAY TRANSIT INC,,2021,6,June,884,0,9
B03113,MIKE'S VIP TRANSPORTATION INC.,,2020,5,May,295,0,6
B00196,NEW EASY WAY RADIO DISP INC,,2021,3,March,30,0,3
B02719,"49 WESTCHESTER SQUARE PRESTIGE CAR SERVICE, CORP.",,2015,4,April,"36,087",0,614
B03113,MIKE'S VIP TRANSPORTATION INC.,,2020,2,February,604,0,5
B02021,EASYRIDE CAR SERVICE INC.,,2015,12,December,"2,236",0,10
B00256,FAST OPERATING CORP,CARMEL C/L SVCE,2018,2,February,"43,687",0,610
B01326,DEBORAH C/L SVC INC,,2019,4,April,61,0,6
B02688,KJ TRANSPORTATION,,2017,1,January,"3,159",0,46
B02389,"EMBARQUE N.Y., INC.",,2016,3,March,999,0,12
B01964,"GOLDEN TOUCH TRANSPORTATION OF NY, INC.",ECAR NEW YORK,2016,12,December,"2,315",0,40
B02929,OTTOMAN TRANSPORTATION INC.,,2019,6,June,23,0,1
B00552,HINO-MARU ENTERPRISES INC.,,2019,7,July,114,0,21
B01269,DIVISION CAR & LIMO INC.,NATANYA TRANSPORTATION,2019,10,October,973,0,4
B00446,COMMUNICAR INCORPORATED,,2015,8,August,"5,417",0,128
B02998,GENESIS LUXURY TRANSPORTATION CORP.,,2019,5,May,"6,502",0,31
B01349,CAPRICORN LIMO SVC INC,,2018,12,December,890,0,21
B02860,EVERY WHERE LIMO SERVICE INC.,,2020,6,June,124,0,5
B01485,FLAMINGO TRANSP. & LIMO. SERVICES INC.,,2016,7,July,"11,235",0,65
B02546,X RADIO DISPATCHER INC.,,2016,9,September,"23,827",0,159
B01625,GLOBE CAR SERVICE INC,,2021,6,June,267,0,1
B01854,EUROPE LIMOUSINE SERVICE INC,,2017,12,December,"1,436",0,36
B02107,APOLLO RADIO DISPATCH INC.,,2020,3,March,"5,825",0,50
B00429,SURF CAR SYSTEMS INC,,2018,3,March,"4,596",0,24
B00811,LLAMA LIMO C/S CORP,METROGREEN CAR SERVICE,2016,5,May,"5,506",0,83
B01016,810 CAR SVCE CORP,,2020,2,February,"5,823",0,27
B02856,MARIACHI CAR SERVICE INC,,2017,3,March,"1,833",0,7
B02435,"TEINETCO, INC",,2015,5,May,262,0,17
B02738,EXPLORER CAR SERVICE INC.,,2021,5,May,22,0,1
B01079,THE METRO MARINE CAR SERVICE INC,MARINE LIMO & CAR SERVICE,2018,10,October,"3,125",0,8
B00889,MEXICANA CAR SERVICE INC.,,2020,9,September,"2,765",0,18
B02345,WESTCHESTER ACQUISITION CORP.,,2016,2,February,"3,434",0,102
B01601,YOURS CAR SERVICE INC,,2020,2,February,"1,036",0,7
B01280,BENSONHURST RIDE INC.,,2021,7,July,"1,122",0,7
B02728,NEWTOWN PRIVATE CAR SERVICE INC.,,2020,12,December,141,0,5
B02594,FENIX MOBILE DISPATCHERS LTD,,2018,5,May,281,0,1
B01527,NEW FAMILY RAD DISP INC,,2021,1,January,895,0,11
B03184,COOP CAR CARE INC,,2021,6,June,3,0,1
B01020,MICHAELS CAR SERVICE INC.,UNION LIMO AND CAR SERVICE INC,2017,3,March,"1,409",0,12
B00448,DIAL CAR INC.,,2016,11,November,"10,620",0,179
B00882,U N C CAR & LIMO SERVICE,,2016,4,April,432,0,15
B01389,METRO LUXURY INC,,2019,8,August,"1,252",0,10
B00552,HINO-MARU ENTERPRISES INC.,,2017,12,December,307,0,40
B03060,EASTLAND BLACK CARS CORP,,2019,3,March,"19,074",0,102
B02175,MURRAY'S LIMOUSINE SERVICE INC.,,2016,2,February,61,0,9
B02925,SIGNATURE BLACK CAR LLC,,2021,10,October,855,0,30
B01739,CITY CAR SERVICE CORP,DIGITAL CAR SERVICE,2018,3,March,"1,052",0,17
B02934,JUN'S LIMOUSINE AND CAR SERVICE LLC,,2021,5,May,202,0,3
VIA,VIA,VIA,2020,10,October,"147,554",0,"3,013"
B01009,UNITED LIMO C/M SVC CORP,,2018,6,June,393,0,10
B01413,SFL INC,,2019,12,December,"1,917",0,44
B02852,OP CAR SERVICE INC.,,2018,3,March,597,0,8
B02173,ADMIRE LLP LLC,,2016,7,July,186,0,11
B02145,NEW 2020 CAR SERVICE INC,,2019,11,November,891,0,7
B02391,"BAYRIDGE EXPRESS, INC",,2017,6,June,770,0,19
B01269,DIVISION CAR & LIMO INC.,NATANYA TRANSPORTATION,2020,7,July,527,0,2
B03078,EQUALTRANS LLC,,2018,9,September,92,0,5
B00955,GOLDEN-TOWN CAR & LIMOUSINE SERVICE INC.,,2017,12,December,867,0,26
B01413,SFL INC,,2017,6,June,"2,287",0,38
B01381,CLASSIC CAR SERVICE CORP.,PAISA CLASSIC,2018,1,January,"2,303",0,28
B00802,BELL CAR SVC INC,,2020,11,November,"3,301",0,16
B01417,NESHER EXPRESS CAR SERVICE 2 INC.,,2016,10,October,"1,594",0,14
B02641,AVENUE X CAR SERVICE INC.,PRESTIGE CAR SERVICE,2017,4,April,"4,044",0,16
B01124,COOPERATIVA CLBNA DE CON INC,,2021,10,October,"2,347",0,30
B02554,IMMEDIATE LUXURY CAR & LIMO SERVICE INC.,,2017,9,September,23,0,13
B01124,COOPERATIVA CLBNA DE CON INC,,2019,7,July,"2,843",0,29
B03128,RIDE SMART CORP.,,2020,5,May,"1,450",0,5
B01764,QUICK RIDE CORP.,,2019,7,July,409,0,9
B01194,440 CAR SERVICE INC.,,2018,3,March,"5,562",0,20
B02817,ANYTIME FORSYTH TRANSPORT CORP,,2018,6,June,"1,450",0,15
B03297,ABA LUXURY CAR INC.,,2020,6,June,30,0,7
B03287,2S LUXURY INC.,,2021,2,February,290,0,7
B00448,DIAL CAR INC.,,2016,5,May,"12,150",0,198
B00112,"AYY&M TRANSPORTATION, LLC",HARBORVIEW CAR SERVICE,2021,9,September,"4,621",0,11
B03023,HERMANY LIMO TRANSPORTATION LLC,,2020,10,October,783,0,6
B00889,MEXICANA CAR SERVICE INC.,,2019,11,November,"4,791",0,19
B03124,MARR LIMO LLC,,2020,3,March,14,0,8
B00225,DELANCEY TRANSPORTATION INC.,,2017,1,January,"14,718",0,76
B00053,CHARGE AND RIDE INC,,2019,9,September,683,0,39
B03290,VOCES TRANSPORTATION MANAGEMENT CORP,,2021,7,July,195,0,9
B03186,ONE STOP RIDE LLC,,2019,12,December,330,0,6
B00369,BOULEVARD OPERATING INC.,,2016,2,February,121,0,8
B02851,GALLANT CAR SERVICE CORP.,,2018,5,May,136,0,1
B03236,AGUILA CAR & LIMO CORPORATION,VELOTAX CAR SERVICE,2019,5,May,1,0,1
B03047,"STS LUXURY, INC",,2018,1,January,813,0,23
B03250,SALAM CAR SERVICE INC.,,2020,8,August,"1,998",0,12
B02196,"N & T DOUBLE DIAMOND LIMOUSINES, INC.",,2018,6,June,26,0,4
B02152,"KYOEI LIMOUSINE, INC.","KYOEI LIMOUSINE, INC.",2016,1,January,239,0,11
B02819,FIVE STAR LUXURY INC.,,2018,10,October,621,0,3
B02110,"OPTIMUM CAR & LIMO, INC.",,2016,6,June,"1,833",0,8
B01146,CHURCH AVE C/S INC,,2019,8,August,"6,293",0,28
B02897,FC LIMOUSINE INC,,2016,6,June,537,0,24
B01013,AMERICANA TRANSPORTATION LLC,,2018,5,May,"1,117",0,7
B00031,QUEENS VILLAGE INC.,,2020,3,March,113,0,1
B01600,R & N CAR SERVICE INC.,EVERYWHERE CAR SERVICE,2017,6,June,"2,228",0,46
B02537,ALLTOWN LIMO CORP.,,2021,6,June,"2,816",0,28
B00652,RESCUE C/S INC,,2017,10,October,"2,502",0,16
B01020,MICHAELS CAR SERVICE INC.,UNION LIMO AND CAR SERVICE INC,2020,11,November,708,0,11
B01146,CHURCH AVE C/S INC,,2017,4,April,"11,274",0,65
B00001,LONDON TOWNCARS INC,,2020,8,August,171,0,11
B01601,YOURS CAR SERVICE INC,,2019,7,July,"2,366",0,12
B01606,LA MEXICANA EXPRESS INC.,,2019,8,August,"3,423",0,16
B03046,"BEL-LINDA, INC",ISLANDER TRANS,2020,5,May,"2,361",0,19
B01129,GTWY INC,GATEWAY CAR & LIMO SVCE,2021,8,August,"1,633",0,11
B01311,DISCOUNT CAR SVCE,,2015,11,November,"1,749",0,10
B00948,510 CAR SERVICE CORP,,2020,2,February,"3,706",0,23
B02160,"12TH STREET LUXURY CARS, INC.",,2015,12,December,114,0,21
B02517,LOS PAISANOS LUXURY C/S INC.,,2016,1,January,310,0,10
B02553,"NEW JUBILEE CAR SERVICE, INC.",,2017,4,April,"4,090",0,38
b00855,MAGNIFICENT 7'S ENTP INC,,2016,2,February,"2,918",0,9
B02252,ASIANA LIMOUSINE INC.,,2017,5,May,13,0,2
B00955,GOLDEN-TOWN CAR & LIMOUSINE SERVICE INC.,,2017,6,June,639,0,19
B01546,BELLE-ROCK OF BEACH CHANNEL INC.,,2018,6,June,988,0,12
B00449,A KINGS HWY C/S INC.,,2017,6,June,"3,066",0,18
B02841,"SKYWAY EXECUTIVE SERVICE, INC",,2018,10,October,273,0,5
B01244,MASADA II C/L SVC INC,,2019,10,October,656,0,4
B03336,GET BETTER TRANSPORTATION LLC.,,2021,10,October,73,0,8
B02677,"A.T.B. CAR AND LIMOUSINE SERVICE, INC.",,2017,10,October,"19,749",0,129
B02505,TRELAWNY CAR SERVICE INC,,2017,3,March,"3,131",0,18
B01710,"79 MASADA III, INC.",MASADA III,2020,11,November,"7,131",0,34
B00112,"AYY&M TRANSPORTATION, LLC",HARBORVIEW CAR SERVICE,2018,12,December,"4,999",0,18
B01309,ACME LIMOUSINE LLC,ARROW TRANSPORTATION,2019,3,March,145,0,14
B02634,VETERANS RADIO DISPATCHER CORP.,,2016,9,September,"31,267",0,410
B02996,FOREVER BLUE CAR SERVICE INC.,,2018,9,September,"1,257",0,25
B03033,FLEX EXPRESS CORP.,,2019,10,October,"3,344",0,24
B01079,THE METRO MARINE CAR SERVICE INC,MARINE LIMO & CAR SERVICE,2018,9,September,"3,658",0,9
B01087,ELITE LIMO PLUS INC,,2021,7,July,"9,065",0,179
B01616,"H & B CAR AND LIMOUSINE, INC",SUNNYSIDE CAR SERVICE,2021,9,September,339,0,11
B02674,ELAL CAR LIMO SERVICE LLC,FIFTH AVENUE CAR LIMO SERVICE,2020,12,December,"2,138",0,8
UBER,UBER,UBER,2020,10,October,"9,797,775",0,"43,848"
B01623,JAMAICA EXPRESS CAR SERVICE INC.,SUNSHINE CAR SERVICE,2015,4,April,"1,799",0,12
B02922,"HY'S LIVERY SERVICE,INC.",,2017,11,November,32,0,11
B01146,CHURCH AVE C/S INC,,2017,3,March,"16,439",0,59
B01466,FIVE STAR,,2016,8,August,"2,631",0,11
B02453,MCW CAR & LIMO INC.,,2018,6,June,30,0,7
B01340,UNICAR COMPANY INC,,2021,6,June,"7,306",0,45
B03080,AMBAR TRANSPORTATION INC.,,2020,3,March,"4,134",0,64
B02832,NYC FLY WHEELS INC.,,2020,10,October,503,0,8
B03024,URBAN CAR SERVICES LLC,WALL STREET LIMOUSINE,2019,2,February,76,0,2
B01678,"G.T.N.Y. CAR SERVICE, INC.",,2019,6,June,141,0,16
B02320,GDS TRANSPORTATION CORP.,UPPER CAR SERVICE,2017,3,March,"2,618",0,32
B03016,BEST DEAL BLACK INC.,,2019,11,November,"35,265",0,228
B03060,EASTLAND BLACK CARS CORP,,2021,5,May,"10,142",0,43
B01039,NYC WHEELS CAR SERVICE INC.,COMMUNICARE CAR SERVICE,2021,8,August,398,0,5
B02881,DIANE CAR AND LIMO SERVICE LLC,,2016,8,August,"8,810",0,35
B00151,KINGSBAY CAR SERVICE INC,,2016,7,July,91,0,30
B01336,BAY EXPRESS CORP.,,2016,1,January,"4,662",0,26
B02067,"GROUP AMERICAR TRANSPORTATION,LLC.",,2018,1,January,"2,801",0,78
B01109,UNITED EXP C/L SVCE,,2020,5,May,"2,521",0,13
B01300,KENNEDY RAD DISP INC,,2016,8,August,"15,443",0,134
B01389,METRO LUXURY INC,,2021,2,February,822,0,7
B02795,LIMO SEVEN TRANSPORTATION INC,,2019,7,July,"4,817",0,26
B01367,"ROYAL DISPATCH SERVICES, INC.",EXECUTIVE CARS,2017,10,October,"2,761",0,63
B02525,"HTP, INC.",,2018,4,April,"1,038",0,17
B03080,AMBAR TRANSPORTATION INC.,,2018,7,July,118,0,5
B00955,GOLDEN-TOWN CAR & LIMOUSINE SERVICE INC.,,2017,4,April,"1,283",0,43
B00054,128 BLUE BIRD TRANSPORT INC.,LATCH CAR SERVICE,2019,9,September,690,0,4
B01470,AGUILA CAR & LIMO CORPORATION,VELOTAX CAR SERVICE,2021,10,October,"2,030",0,24
B02912,FIRST CLASS LUXURY INC,,2020,4,April,410,0,3
B02853,SAFE RIDES CAR & LIMO SERVICES INC,,2018,8,August,19,0,5
B02462,TIFFANY'S CAR SERVICE INC.,,2015,10,October,"1,951",0,12
B02184,"DMCLS, INC.",,2017,3,March,153,0,5
B00536,"WINTHROP HOLDING OF NEW YORK, INC",,2020,11,November,778,0,20
B01065,EL BARRIO'S CAR SERVICE LLC,,2016,8,August,"15,415",0,102
B02273,BENI'S LIMOUSINE SERVICE INC,,2017,10,October,25,0,8
B02026,A RIDE FOR ALL LLC,,2018,9,September,49,0,1
B02803,OUTSIDE'S CAR SERVICE INC.,,2016,10,October,"1,488",0,20
B02331,"CHICO EXPRESS LIMO, INC.",,2016,10,October,"3,676",0,14
B02213,"EXPRESS 11 CAR SERVICE, INC.",,2019,3,March,138,0,8
B01949,FIRST CLASS OF NEW YORK INC.,NEW YORK FIRST CLASS,2019,10,October,"1,179",0,43
B02709,DASH CAR SERVICE CORP,,2020,2,February,954,0,3
B01413,SFL INC,,2017,10,October,"2,240",0,42
B00412,NYC 2 WAY INTERNATIONAL LTD,NYC TWO WAY INC.,2021,10,October,"5,857",0,61
B01949,FIRST CLASS OF NEW YORK INC.,NEW YORK FIRST CLASS,2018,7,July,575,0,42
B00445,JOE M LEASING CORP,FOUR TWO'S PVT C/S,2021,3,March,"4,712",0,13
B00837,CAREY LIMO N Y INC,,2015,12,December,"12,356",0,251
B01485,FLAMINGO TRANSP. & LIMO. SERVICES INC.,,2019,8,August,"5,582",0,26
B01540,ROCKAWAY VIP SERVICE INC.,,2017,8,August,"6,275",0,24
B00031,QUEENS VILLAGE INC.,,2016,10,October,"1,981",0,11
B01183,ODYSSEY GLOBAL TRANSPORTATION & LIMO LLC.,,2017,10,October,"1,368",0,30
B00888,ACE C/L SVCE INC,,2018,9,September,"1,447",0,36
B02037,KINGSDALE DISPATCH INC,,2018,6,June,921,0,6
VIA,VIA,VIA,2019,8,August,"881,654","530,235","5,850"
B02245,OCEANA CAR AND LIMO,,2019,3,March,"1,935",0,6
B02546,X RADIO DISPATCHER INC.,,2015,8,August,459,0,4
B03028,CASTILLO CAR & LIMO INC,,2018,5,May,"1,122",0,8
B02301,DOUBLE A CAR SERVICE INC.,UNITED CARS,2020,1,January,610,0,26
B00887,DIAL 7 CAR & LIMOUSINE SERVICE INC.,,2016,9,September,"37,608",0,638
B00692,"CHEERS DISPATCH,INC.",SEVENTH AVE CAR SERVICE,2019,10,October,"2,976",0,13
B00459,910 CAR SERVICE INC,,2017,12,December,"7,362",0,42
B01485,FLAMINGO TRANSP. & LIMO. SERVICES INC.,,2017,1,January,"10,931",0,65
B00254,XYZ TWO WAY RADIO,,2021,6,June,"6,287",0,108
B01667,"NEW GOLDEN HORSE C/L SVC,INC.",,2017,10,October,"31,668",0,171
B01083,BROAD DYCKMAN C/S INC,,2019,6,June,"9,948",0,43
B02060,AMERICAN LIMOUSINE LLC,FLYTE TYME WORLDWIDE/ADDISON LEE/TRISTAR,2019,9,September,"3,161",0,156
B01600,R & N CAR SERVICE INC.,EVERYWHERE CAR SERVICE,2018,10,October,430,0,18
B00887,DIAL 7 CAR & LIMOUSINE SERVICE INC.,,2021,7,July,"9,862",0,208
B01616,"H & B CAR AND LIMOUSINE, INC",SUNNYSIDE CAR SERVICE,2019,2,February,858,0,18
B00802,BELL CAR SVC INC,,2017,1,January,"9,421",0,47
B02050,"MAZIN  CAR & LIMO SVC., LLC",,2019,6,June,416,0,3
B02379,THE OPTION TRANSPORTATION CORP.,,2019,7,July,"2,794",0,35
B02505,TRELAWNY CAR SERVICE INC,,2017,2,February,"2,348",0,15
B02287,ROAD NEW YORK ENTERPRISES INC.,DAI-ICHI LIMOUSINE,2016,3,March,175,0,7
B01644,MUSIC EXPRESS/N.Y. INC,,2019,3,March,"1,319",0,49
B02597,"RUDY'S LIMOUSINE SERVICE, INC.",RUDY'S EXECUTIVE TRANSPORTATION,2020,2,February,87,0,12
B00227,"PARK WEST EXEC. SERVICES, INC.",TOWN CARS,2020,7,July,"1,080",0,28
B00009,T-D MAINTENANCE,FOUR ONES CAR SERVICE,2021,2,February,670,0,11
B02311,FAST CITY CAR & LIMO SVC INC.,,2021,4,April,"2,871",0,20
B02951,"APPROACH QUALITY TRANSPORTATION, LLC",,2020,4,April,244,0,2
B03231,BIG 'O' LIMO CORP,,2019,5,May,1,0,1
B01509,"BRUNWISH ENTERPRISES,LTD.",EASTLAND CAR SERVICE,2016,12,December,"24,006",0,92
B02925,SIGNATURE BLACK CAR LLC,,2016,6,June,23,0,9
B01362,AMERICAN BASE NO.1 INC.,,2015,7,July,"32,031",0,232
B02597,"RUDY'S LIMOUSINE SERVICE, INC.",RUDY'S EXECUTIVE TRANSPORTATION,2019,1,January,71,0,10
B00990,"MIRAGE LIMOUSINE SERVICE, INC.",UFO PVT C/L SERVICE,2018,5,May,96,0,1
B02825,GUADALUPANA II CAR & LIMO INC,,2019,4,April,"6,469",0,27
B02970,FLYTE LINE TRANSPORTATION LLC,ADDISON LEE,2018,1,January,"2,255",0,105
B01045,CAPRICE CAR SERVICE NO.2 INC.,,2016,4,April,"6,188",0,41
B01091,A & R GOLDEN EXP INC,,2020,3,March,"3,285",0,6
B03032,A & S LIMOUSINE SERVICE CORP,,2020,8,August,604,0,8
B01437,MERENGUE LIMO & C/S INC,,2018,3,March,"11,912",0,48
B01318,LOWER EAST SIDE C/S CORP,,2017,4,April,"9,778",0,44
B00887,DIAL 7 CAR & LIMOUSINE SERVICE INC.,,2016,2,February,"53,363",0,691
B02917,C & A BLACK CAR CORP.,,2019,12,December,"1,046",0,41
B01194,440 CAR SERVICE INC.,,2016,2,February,"10,183",0,41
B02735,"BEST DEAL CAR SERVICE 2,INC.",,2015,6,June,"3,752",0,105
B02834,811 TRANSIT CORP,,2020,5,May,"2,368",0,7
B00972,N.J.M.INC.,MID ISLAND CAR SVCE,2020,10,October,"1,284",0,8
B02157,REAGAN CONVEYANCE  CORP.,DELUX TRANSPORTATION SERVICES,2016,8,August,"5,088",0,133
B02133,"TWR CAR & LIMO, INC.",,2021,1,January,"9,244",0,126
B02909,PUERTO RICO EXPRESS BLACK LUXURY INC,,2020,2,February,"1,672",0,7
B02391,"BAYRIDGE EXPRESS, INC",,2018,6,June,"1,036",0,17
B02515,OLS LIMOUSINE SERVICE INC.,,2018,12,December,80,0,8
B02003,"AVALON CORPORATE CAR,INC.",,2015,4,April,"5,253",0,108
B03056,INSPIRATION GROUP INC,,2019,1,January,"2,907",0,21
B03173,ABIAN TRANSPORTATION INC.,,2021,7,July,23,0,1
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",,2021,7,July,"14,203",0,100
B01273,PUERTO RICO CAR SERVICE INC.,,2020,12,December,296,0,2
B01239,BEST DEAL PVT C/S INC,BEST DEAL DOMINICAN C/S INC,2016,6,June,"25,597",0,154
B01536,FIRST CLASS C/L SVC CORP,,2018,1,January,"18,109",0,122
B02331,"CHICO EXPRESS LIMO, INC.",,2020,2,February,"3,471",0,18
B02677,"A.T.B. CAR AND LIMOUSINE SERVICE, INC.",,2019,9,September,"5,755",0,31
B02148,MAVRIK TRANS INC.,,2016,10,October,521,0,38
B02501,"EAST HANOVER AUTO SALES, INC.",MY LIMOUSINE SERVICE,2018,2,February,43,0,8
B01239,BEST DEAL PVT C/S INC,BEST DEAL DOMINICAN C/S INC,2019,10,October,"33,586",0,207
B00149,RAINBOW RAD DISP INC,,2017,7,July,"3,667",0,25
B00272,BIG APPLE CAR INC,,2017,7,July,"3,662",0,117
B02008,"SCARSDALE TRIP SERVICE, INC.",RED OAK TRANSPORTATION,2020,2,February,14,0,1
B03156,EPIC CAR SERVICE INC.,,2021,4,April,"2,051",0,14
B00882,U N C CAR & LIMO SERVICE,,2017,10,October,124,0,6
B02784,SMILE TRANSPORTATION GROUP INC,,2021,6,June,"6,819",0,31
B02613,NYC STAR LIMOUSINE & CAR SERVICES CORP.,NYS CAR SERVICE,2019,6,June,"1,254",0,11
B02968,NEW GENERATION BLACK CAR TRANSPORTATION CORP.,,2018,10,October,"2,821",0,13
B02005,CAR LINE TRANSPORTATION CORP.,CAR LINE TRANSPORTATION CORP.,2020,4,April,35,0,2
B02279,MATAMOROS CAR SERVICE INC.,,2016,2,February,"10,040",0,32
B00031,QUEENS VILLAGE INC.,,2020,2,February,440,0,2
B00222,"REYNO CAR SVC, INC.",,2016,7,July,"6,058",0,34
B00280,FLEET RADIO DISPATCH CORP.,MINUTEMEN,2021,9,September,482,0,130
B00345,MARTIN'S BELLE HARBOR CAR SERVICE,,2018,12,December,179,0,6
B02285,"VALERA GLOBAL, INC.",,2021,9,September,"1,675",0,34
B00221,PROFESSIONAL CAR SERVICE INC,,2019,12,December,"5,671",0,40
B02942,FANNY RADIO DISPATCHER SERVICE INC.,,2019,6,June,531,0,8
B02797,CJ LIMOUSINE LLC,,2020,5,May,4,0,2
B00990,"MIRAGE LIMOUSINE SERVICE, INC.",UFO PVT C/L SERVICE,2019,1,January,160,0,2
B00457,PREMIUM BRONX CORP,,2017,9,September,"14,715",0,162
B02401,NORTHSIDE BK LLC,,2019,1,January,"3,544",0,49
B02339,SEDANZ INC.,,2019,8,August,89,0,7
B02144,"SILVER STAR LIMOUSINES, INC.",,2016,5,May,415,0,12
B02930,V.I.T. BLACK CAR TRANSPORTATION CORP.,,2021,9,September,"4,557",0,27
B01343,ALL PEOPLE CAR SERVICE INC.,,2018,5,May,910,0,8
B02724,"CORE CAR, INC",,2021,8,August,111,0,18
B02508,"DISPATCH CENTRAL, INC.",,2017,9,September,30,0,6
B01568,N.Y. MEXICANA CAR & LIMO SVC CRP.,N.Y. MEXICANA CAR SERVICE,2017,6,June,"1,968",0,22
B02614,MEXICO LA  NEW POBLANITA EXPRESS INC.,,2017,4,April,"6,561",0,16
B03064,AP LUXURY LIMOUSINE INC,,2021,10,October,82,0,6
B02127,"CONTINENTAL RIDE, INC.",I + I TRANSPORTATION,2021,3,March,28,0,3
